"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"05.01.2012","3,4798","3,4436","3,4998","3,4313","20,18M","0,07%"
"04.01.2012","3,4773","3,4305","3,5230","3,4159","21,11M","-0,22%"
"03.01.2012","3,4850","3,5504","3,5504","3,4500","36,56M","0,17%"
"30.12.2011","3,4790","3,5401","3,7500","3,4500","276,78M","-1,24%"
"29.12.2011","3,5227","3,3944","3,5400","3,3605","156,23M","3,61%"
"28.12.2011","3,4000","3,2600","3,4167","3,2400","81,70M","3,88%"
"27.12.2011","3,2730","3,2790","3,2939","3,2050","25,77M","-0,82%"
"26.12.2011","3,2999","3,2005","3,3050","3,2005","35,79M","2,48%"
"23.12.2011","3,2199","3,4000","3,4000","3,1049","78,62M","1,64%"
"22.12.2011","3,1680","3,2101","3,2477","3,0759","38,15M","-1,31%"
"21.12.2011","3,2100","3,2705","3,3091","3,1750","39,25M","-0,93%"
"20.12.2011","3,2400","3,1700","3,2740","3,1529","38,54M","1,89%"
"19.12.2011","3,1800","3,1713","3,2349","3,0916","52,56M","-1,24%"
"16.12.2011","3,2200","3,1700","3,2917","3,1605","131,71M","2,38%"
"15.12.2011","3,1452","3,0909","3,2599","3,0509","184,27M","0,86%"
"14.12.2011","3,1184","2,9500","3,2300","2,9394","143,16M","3,96%"
"13.12.2011","2,9995","2,9645","3,0179","2,9001","76,09M","1,78%"
"12.12.2011","2,9470","3,1965","3,2193","2,9040","72,87M","-6,74%"
"09.12.2011","3,1600","3,2900","3,2900","3,1001","63,24M","-5,38%"
"08.12.2011","3,3397","3,3103","3,4133","3,3062","32,55M","0,90%"
"07.12.2011","3,3100","3,4389","3,4389","3,2820","37,39M","-3,13%"
"06.12.2011","3,4170","3,4994","3,4994","3,3700","78,29M","-2,36%"
"05.12.2011","3,4995","3,5000","3,5194","3,4670","20,49M","0,99%"
"02.12.2011","3,4651","3,4813","3,5200","3,4355","43,32M","-0,37%"
"01.12.2011","3,4779","3,4210","3,5799","3,4000","109,63M","2,30%"
"30.11.2011","3,3998","3,3762","3,4686","3,3182","91,99M","-0,15%"
"29.11.2011","3,4049","3,4000","3,4580","3,3461","38,59M","1,04%"
"28.11.2011","3,3700","3,3057","3,4400","3,2822","83,07M","3,88%"
"25.11.2011","3,2440","3,2000","3,2699","3,0890","39,20M","2,66%"
"24.11.2011","3,1600","3,2600","3,3111","3,1410","52,10M","-0,34%"
"23.11.2011","3,1707","3,2513","3,3370","3,1707","27,04M","-3,77%"
"22.11.2011","3,2950","3,2611","3,3487","3,2457","48,86M","1,07%"
"21.11.2011","3,2600","3,4888","3,4888","3,2519","54,66M","-6,56%"
"18.11.2011","3,4888","3,4442","3,4975","3,4111","14,27M","0,13%"
"17.11.2011","3,4843","3,4895","3,5374","3,4210","29,46M","-0,62%"
"16.11.2011","3,5062","3,4925","3,5530","3,4401","56,54M","-0,07%"
"15.11.2011","3,5088","3,5316","3,6000","3,4644","107,69M","-0,31%"
"14.11.2011","3,5196","3,6295","3,6400","3,4623","44,80M","-1,73%"
"11.11.2011","3,5815","3,5682","3,6002","3,5270","26,86M","0,45%"
"10.11.2011","3,5653","3,4700","3,6123","3,4202","54,84M","1,87%"
"09.11.2011","3,5000","3,5465","3,5900","3,4789","62,42M","-1,21%"
"08.11.2011","3,5430","3,5600","3,6188","3,5403","74,36M","-1,03%"
"07.11.2011","3,5800","3,8676","3,8676","3,5700","53,56M","-1,64%"
"03.11.2011","3,6396","3,6008","3,6878","3,5002","69,81M","0,12%"
"02.11.2011","3,6354","3,6200","3,6750","3,5950","37,20M","0,43%"
"01.11.2011","3,6200","3,7100","3,7670","3,5415","75,83M","-3,73%"
"31.10.2011","3,7604","3,7300","3,8083","3,6610","63,56M","0,82%"
"28.10.2011","3,7300","3,6975","3,7500","3,6540","67,70M","0,57%"
"27.10.2011","3,7087","3,7505","3,8199","3,7058","89,19M","-0,09%"
"26.10.2011","3,7121","3,5864","3,7298","3,5579","69,08M","2,86%"
"25.10.2011","3,6089","3,6950","3,7430","3,6000","57,35M","-2,38%"
"24.10.2011","3,6970","3,7200","3,7500","3,6631","52,39M","0,55%"
"21.10.2011","3,6769","3,6696","3,7210","3,6306","49,54M","0,20%"
"20.10.2011","3,6695","3,6652","3,7500","3,6000","86,29M","-1,11%"
"19.10.2011","3,7107","3,5771","3,7700","3,5539","166,72M","4,79%"
"18.10.2011","3,5410","3,4652","3,5804","3,3900","86,02M","2,05%"
"17.10.2011","3,4699","3,5560","3,6199","3,4002","84,88M","-1,60%"
"14.10.2011","3,5265","3,4249","3,5485","3,3703","114,21M","3,78%"
"13.10.2011","3,3980","3,4000","3,5099","3,3514","87,42M","-1,44%"
"12.10.2011","3,4478","3,1551","3,5787","3,1551","128,74M","3,85%"
"11.10.2011","3,3200","3,3525","3,4000","3,2868","58,49M","-1,62%"
"10.10.2011","3,3747","3,3595","3,3880","3,2704","73,08M","2,33%"
"07.10.2011","3,2980","3,3395","3,3497","3,2834","91,21M","0,24%"
"06.10.2011","3,2900","3,3600","3,4000","3,2700","101,74M","-0,01%"
"05.10.2011","3,2902","3,3890","3,4000","3,2383","65,92M","-0,44%"
"04.10.2011","3,3049","3,3787","3,5443","3,2400","122,40M","-3,65%"
"03.10.2011","3,4300","3,3000","3,4867","3,1650","97,03M","2,03%"
"30.09.2011","3,3618","3,4262","3,4262","3,2100","69,56M","-1,89%"
"29.09.2011","3,4264","3,2500","3,4601","3,2223","57,21M","4,30%"
"28.09.2011","3,2851","3,2419","3,3300","3,2010","58,83M","-0,12%"
"27.09.2011","3,2889","3,2960","3,3800","3,2722","66,99M","2,46%"
"26.09.2011","3,2100","3,1700","3,4200","3,0060","175,53M","0,04%"
"23.09.2011","3,2086","3,4005","3,4900","3,0700","129,50M","-7,80%"
"22.09.2011","3,4800","3,7170","3,7170","3,3626","151,31M","-8,17%"
"21.09.2011","3,7898","3,8530","3,9100","3,7727","54,18M","-1,57%"
"20.09.2011","3,8502","3,8520","3,9600","3,8261","117,48M","-0,09%"
"19.09.2011","3,8535","3,9059","4,0543","3,8150","201,14M","-3,18%"
"16.09.2011","3,9800","3,6003","4,0580","3,5420","266,50M","11,73%"
"15.09.2011","3,5620","3,4387","3,5930","3,4217","154,34M","4,44%"
"14.09.2011","3,4106","3,2390","3,4374","3,1813","90,96M","4,30%"
"13.09.2011","3,2700","3,4000","3,4250","3,1899","78,20M","-0,91%"
"12.09.2011","3,2999","3,3600","3,3600","3,2323","70,82M","-3,78%"
"09.09.2011","3,4294","3,5199","3,5399","3,4154","42,19M","-3,08%"
"08.09.2011","3,5384","3,4924","3,6000","3,4811","62,41M","0,89%"
"07.09.2011","3,5072","3,4500","3,5268","3,4104","63,73M","3,95%"
"06.09.2011","3,3739","3,3110","3,4050","3,3110","35,86M","0,50%"
"05.09.2011","3,3572","3,4396","3,4653","3,3413","43,80M","-3,34%"
"02.09.2011","3,4731","3,4500","3,5400","3,4343","70,19M","-0,23%"
"01.09.2011","3,4810","3,5200","3,5299","3,4100","73,13M","-0,30%"
"31.08.2011","3,4913","3,5000","3,5400","3,4400","93,01M","0,59%"
"30.08.2011","3,4709","3,2800","3,4900","3,2700","136,88M","6,14%"
"29.08.2011","3,2701","3,1500","3,2800","3,1500","59,44M","5,48%"
"26.08.2011","3,1001","3,1300","3,1400","3,0800","30,95M","0,00%"
"25.08.2011","3,1000","3,2065","3,2300","3,0700","76,00M","-3,09%"
"24.08.2011","3,1989","3,2200","3,2476","3,1596","50,46M","-0,18%"
"23.08.2011","3,2047","3,3320","3,3320","3,1400","45,54M","0,14%"
"22.08.2011","3,2001","3,1500","3,3098","3,1051","91,00M","-0,03%"
"19.08.2011","3,2010","3,2000","3,2100","3,0555","124,78M","-1,57%"
"18.08.2011","3,2520","3,2670","3,4698","3,1850","178,94M","-2,91%"
"17.08.2011","3,3493","3,1582","3,4000","3,1401","143,57M","4,82%"
"16.08.2011","3,1952","3,1300","3,2470","3,0100","81,19M","-0,68%"
"15.08.2011","3,2170","3,1000","3,2300","3,0425","97,03M","6,17%"
"12.08.2011","3,0300","3,0700","3,0700","2,8762","99,65M","1,00%"
"11.08.2011","3,0000","3,0639","3,1650","2,7010","212,56M","-1,24%"
"10.08.2011","3,0377","3,3448","3,3448","2,9806","161,40M","-6,53%"
"09.08.2011","3,2500","3,2265","3,4301","2,7150","368,03M","-3,55%"
"08.08.2011","3,3697","3,6550","3,7400","3,3400","149,28M","-10,22%"
"05.08.2011","3,7532","3,8701","3,9200","3,6000","174,41M","-5,46%"
"04.08.2011","3,9700","4,0100","4,1000","3,9001","218,70M","0,11%"
"03.08.2011","3,9658","3,9800","4,1271","3,9520","107,21M","-2,08%"
"02.08.2011","4,0500","3,9993","4,0695","3,9710","80,22M","1,29%"
"01.08.2011","3,9985","4,0300","4,0953","3,9817","83,19M","0,29%"
"29.07.2011","3,9870","3,8600","3,9937","3,8425","206,02M","4,53%"
"28.07.2011","3,8141","3,8041","3,8454","3,7854","31,22M","-0,15%"
"27.07.2011","3,8199","3,8200","3,8335","3,8000","25,86M","0,12%"
"26.07.2011","3,8155","3,8301","3,8488","3,8011","17,00M","-0,30%"
"25.07.2011","3,8268","3,8389","3,8389","3,7820","17,58M","-0,21%"
"22.07.2011","3,8347","3,8155","3,8380","3,7750","48,73M","0,67%"
"21.07.2011","3,8090","3,8235","3,8235","3,7302","29,02M","-0,01%"
"20.07.2011","3,8095","3,8300","3,8500","3,7931","24,63M","-0,15%"
"19.07.2011","3,8154","3,7800","3,8386","3,7800","23,82M","0,75%"
"18.07.2011","3,7870","3,8522","3,8522","3,7700","23,83M","-1,64%"
"15.07.2011","3,8501","3,8300","3,8890","3,7953","30,77M","0,12%"
"14.07.2011","3,8453","3,8500","3,8899","3,8100","34,64M","-0,37%"
"13.07.2011","3,8595","3,8500","3,8758","3,7777","25,22M","0,77%"
"12.07.2011","3,8301","3,8301","3,8650","3,7601","33,10M","-0,35%"
"11.07.2011","3,8436","3,9000","3,9450","3,8401","38,18M","-1,82%"
"08.07.2011","3,9149","3,9500","3,9880","3,8602","54,61M","-0,71%"
"07.07.2011","3,9428","4,0800","4,0800","3,8150","91,32M","2,69%"
"06.07.2011","3,8394","3,7897","3,8776","3,7855","46,12M","0,59%"
"05.07.2011","3,8168","3,7446","3,8298","3,6910","57,35M","1,78%"
"04.07.2011","3,7499","3,7995","3,7995","3,7387","28,34M","-0,36%"
"01.07.2011","3,7635","3,8250","3,8250","3,6813","32,13M","0,87%"
"30.06.2011","3,7311","3,7796","3,7967","3,7000","44,18M","-0,46%"
"29.06.2011","3,7485","3,7248","3,8300","3,7110","41,60M","0,99%"
"28.06.2011","3,7118","3,7100","3,7370","3,6800","19,32M","0,32%"
"27.06.2011","3,7000","3,6163","3,7165","3,5686","44,51M","2,20%"
"24.06.2011","3,6202","3,6630","3,6944","3,6100","29,91M","-0,27%"
"23.06.2011","3,6300","3,7500","3,7699","3,6000","37,53M","-3,71%"
"22.06.2011","3,7700","3,7995","3,8150","3,7422","51,30M","-0,51%"
"21.06.2011","3,7895","3,7315","3,8000","3,7300","26,17M","1,84%"
"20.06.2011","3,7210","3,8300","3,8300","3,7200","40,32M","-3,61%"
"17.06.2011","3,8604","3,8700","3,9450","3,8010","95,24M","-0,25%"
"16.06.2011","3,8700","3,7948","3,9100","3,7330","125,86M","1,86%"
"15.06.2011","3,7995","3,7472","3,8850","3,7243","137,39M","1,32%"
"14.06.2011","3,7501","3,5504","3,7600","3,5504","63,28M","3,00%"
"10.06.2011","3,6408","3,6100","3,6549","3,5851","70,15M","0,60%"
"09.06.2011","3,6190","3,4589","3,6270","3,4225","126,76M","4,89%"
"08.06.2011","3,4503","3,4200","3,4776","3,4088","45,34M","0,31%"
"07.06.2011","3,4395","3,3790","3,4400","3,3612","41,49M","1,75%"
"06.06.2011","3,3805","3,3893","3,4276","3,3556","30,83M","-0,26%"
"03.06.2011","3,3893","3,3368","3,4949","3,3368","141,40M","1,24%"
"02.06.2011","3,3477","3,3000","3,3477","3,2600","88,78M","0,03%"
"01.06.2011","3,3466","3,3980","3,3996","3,3156","95,21M","-0,40%"
"31.05.2011","3,3600","3,6100","3,6100","3,3550","118,05M","-0,59%"
"30.05.2011","3,3799","3,2500","3,3850","3,2301","53,38M","4,90%"
"27.05.2011","3,2220","3,1999","3,2747","3,1814","72,66M","1,32%"
"26.05.2011","3,1800","3,2800","3,2800","3,1757","31,48M","-2,15%"
"25.05.2011","3,2500","3,2115","3,2850","3,2200","35,66M","-0,91%"
"24.05.2011","3,2800","3,2850","3,2890","3,2463","65,99M","0,51%"
"23.05.2011","3,2632","3,3500","3,3500","3,2555","42,77M","-3,45%"
"20.05.2011","3,3799","3,4537","3,4537","3,3500","32,53M","-1,76%"
"19.05.2011","3,4406","3,4586","3,4900","3,4368","28,06M","-0,27%"
"18.05.2011","3,4500","3,4724","3,4772","3,4344","22,48M","0,47%"
"17.05.2011","3,4340","3,4834","3,4834","3,4226","41,40M","-0,75%"
"16.05.2011","3,4599","3,4507","3,4850","3,4363","36,80M","-0,66%"
"13.05.2011","3,4830","3,4597","3,5023","3,4597","37,51M","0,26%"
"12.05.2011","3,4740","3,5000","3,5000","3,4561","44,44M","-1,34%"
"11.05.2011","3,5212","3,5548","3,5936","3,5101","53,58M","-1,37%"
"10.05.2011","3,5700","3,6177","3,6467","3,5602","29,03M","-1,24%"
"06.05.2011","3,6150","3,5400","3,6263","3,4851","48,41M","2,45%"
"05.05.2011","3,5284","3,5404","3,5404","3,4206","33,62M","1,51%"
"04.05.2011","3,4759","3,4485","3,5499","3,4150","61,05M","1,06%"
"03.05.2011","3,4394","3,5300","3,5819","3,4285","39,90M","-2,44%"
"29.04.2011","3,5256","3,6000","3,6024","3,4847","42,79M","-2,33%"
"28.04.2011","3,6096","3,7000","3,7289","3,5803","34,07M","-1,26%"
"27.04.2011","3,6558","3,7470","3,7650","3,6201","27,68M","-1,93%"
"26.04.2011","3,7277","3,6865","3,7379","3,6505","36,88M","1,02%"
"25.04.2011","3,6900","3,7497","3,8498","3,6720","74,47M","-1,52%"
"22.04.2011","3,7470","3,7005","3,7490","3,6910","20,91M","1,39%"
"21.04.2011","3,6955","3,7515","3,7937","3,6755","43,81M","-0,99%"
"20.04.2011","3,7324","3,7000","3,7501","3,6921","42,72M","1,70%"
"19.04.2011","3,6701","3,7014","3,7014","3,6251","57,11M","1,38%"
"18.04.2011","3,6200","3,8984","3,8984","3,5550","82,41M","-6,58%"
"15.04.2011","3,8750","3,9141","3,9369","3,8550","32,01M","-1,10%"
"14.04.2011","3,9180","3,9171","3,9859","3,8730","32,62M","-1,29%"
"13.04.2011","3,9693","3,9824","4,0198","3,9275","39,20M","0,32%"
"12.04.2011","3,9565","4,0851","4,0887","3,9481","33,11M","-3,72%"
"11.04.2011","4,1094","4,1076","4,1440","4,0901","16,18M","-0,50%"
"08.04.2011","4,1300","4,1740","4,1740","4,0802","26,94M","0,14%"
"07.04.2011","4,1243","4,1420","4,1500","4,1006","26,76M","-0,72%"
"06.04.2011","4,1541","4,1550","4,1649","4,1303","33,84M","0,03%"
"05.04.2011","4,1530","4,1858","4,1900","4,1137","35,18M","-0,78%"
"04.04.2011","4,1857","4,2000","4,2285","4,1751","36,96M","-0,09%"
"01.04.2011","4,1895","4,1668","4,2118","4,1400","45,26M","0,54%"
"31.03.2011","4,1668","4,1504","4,2250","4,1450","52,04M","0,64%"
"30.03.2011","4,1405","4,1920","4,1920","4,1182","51,90M","1,12%"
"29.03.2011","4,0946","4,2144","4,2240","4,0850","57,37M","-2,94%"
"28.03.2011","4,2187","4,2113","4,2590","4,1900","35,64M","0,09%"
"25.03.2011","4,2147","4,2250","4,2500","4,1314","61,58M","0,59%"
"24.03.2011","4,1900","4,1649","4,2300","4,1510","72,64M","0,72%"
"23.03.2011","4,1599","4,0438","4,1694","4,0224","105,22M","2,78%"
"22.03.2011","4,0472","4,0350","4,0880","3,9911","93,61M","0,44%"
"21.03.2011","4,0293","3,8077","4,0700","3,8001","106,70M","6,05%"
"18.03.2011","3,7996","3,8975","3,8975","3,7905","40,30M","-1,28%"
"17.03.2011","3,8490","3,8383","3,8590","3,7727","71,89M","0,23%"
"16.03.2011","3,8400","3,9500","3,9748","3,8100","99,12M","-1,81%"
"15.03.2011","3,9106","4,0000","4,0200","3,8423","145,63M","-4,64%"
"14.03.2011","4,1010","4,1621","4,1621","4,0766","34,73M","-1,51%"
"11.03.2011","4,1639","4,1800","4,1999","4,1461","25,16M","-1,12%"
"10.03.2011","4,2111","4,2599","4,2745","4,1800","35,59M","-1,44%"
"09.03.2011","4,2727","4,2795","4,2997","4,2548","23,73M","0,63%"
"05.03.2011","4,2458","4,2249","4,2500","4,2070","8,39M","0,43%"
"04.03.2011","4,2275","4,2965","4,2965","4,2000","22,93M","-1,00%"
"03.03.2011","4,2703","4,2500","4,3148","4,2115","52,94M","1,43%"
"02.03.2011","4,2100","4,2300","4,2387","4,1801","40,15M","-0,94%"
"01.03.2011","4,2500","4,3200","4,3493","4,2300","63,01M","-1,62%"
"28.02.2011","4,3200","4,2700","4,3300","4,1800","152,37M","2,13%"
"25.02.2011","4,2300","4,2100","4,2800","4,1700","121,84M","1,68%"
"24.02.2011","4,1600","4,1800","4,2200","4,1200","67,13M","-0,95%"
"22.02.2011","4,2000","4,2600","4,2600","4,1200","84,45M","-1,87%"
"21.02.2011","4,2800","4,3500","4,3800","4,2600","65,98M","-1,83%"
"18.02.2011","4,3600","4,4700","4,4700","4,3000","84,94M","-1,80%"
"17.02.2011","4,4400","4,5300","4,5800","4,4200","54,07M","-1,99%"
"16.02.2011","4,5300","4,4000","4,5700","4,3800","103,92M","3,19%"
"15.02.2011","4,3900","4,3800","4,4100","4,3600","24,76M","0,23%"
"14.02.2011","4,3800","4,3700","4,4500","4,3700","62,50M","0,69%"
"11.02.2011","4,3500","4,3900","4,4800","4,3300","114,73M","-1,81%"
"10.02.2011","4,4300","4,5100","4,5100","4,4100","65,25M","-1,77%"
"09.02.2011","4,5100","4,6000","4,6300","4,4900","64,93M","-1,74%"
"08.02.2011","4,5900","4,6000","4,6100","4,5300","37,99M","0,00%"
"07.02.2011","4,5900","4,6100","4,6200","4,5500","27,96M","-0,65%"
"04.02.2011","4,6200","4,6600","4,6900","4,5800","46,04M","-0,65%"
"03.02.2011","4,6500","4,6900","4,7100","4,6400","35,21M","-1,06%"
"02.02.2011","4,7000","4,7300","4,7600","4,6600","42,38M","-0,42%"
"01.02.2011","4,7200","4,4900","4,7800","4,4900","38,80M","-0,63%"
"31.01.2011","4,7500","4,7100","4,7500","4,6700","29,92M","0,21%"
"28.01.2011","4,7400","4,8400","4,8400","4,7300","27,85M","-2,07%"
"27.01.2011","4,8400","4,8400","4,8700","4,8100","46,03M","0,41%"
"26.01.2011","4,8200","4,8200","4,8400","4,7700","46,85M","0,42%"
"25.01.2011","4,8000","4,6900","4,8000","4,6800","73,18M","2,78%"
"24.01.2011","4,6700","4,7500","4,7900","4,6500","41,01M","-1,48%"
"21.01.2011","4,7400","4,6900","4,7600","4,6300","51,64M","1,28%"
"20.01.2011","4,6800","4,7700","4,7700","4,6700","73,03M","-2,50%"
"19.01.2011","4,8000","4,8900","4,9000","4,7700","86,34M","-1,64%"
"18.01.2011","4,8800","4,9300","4,9700","4,8400","62,72M","-1,01%"
"17.01.2011","4,9300","4,9000","4,9500","4,9000","44,86M","1,02%"
"14.01.2011","4,8800","4,8800","4,9900","4,8700","129,44M","0,41%"
"13.01.2011","4,8600","4,9100","4,9100","4,8300","57,72M","-1,02%"
"12.01.2011","4,9100","4,8500","4,9300","4,8300","77,43M","1,24%"
"11.01.2011","4,8500","4,8500","4,8600","4,7900","30,52M","0,83%"
"30.12.2010","4,8100","4,8100","4,8300","4,7800","46,91M","0,21%"
"29.12.2010","4,8000","4,9100","4,9200","4,7900","46,14M","-2,04%"
"28.12.2010","4,9000","4,9500","4,9600","4,8800","80,04M","-0,41%"
"27.12.2010","4,9200","4,8300","4,9600","4,8300","115,30M","1,65%"
"24.12.2010","4,8400","4,8200","4,8600","4,7800","60,89M","0,21%"
"23.12.2010","4,8300","4,8200","4,8400","4,7800","34,08M","0,21%"
"22.12.2010","4,8200","4,8600","4,8700","4,7800","80,58M","-0,62%"
"21.12.2010","4,8500","4,8600","4,8800","4,8300","24,01M","-0,21%"
"20.12.2010","4,8600","4,8500","4,8600","4,8100","27,79M","0,21%"
"17.12.2010","4,8500","4,8000","4,8500","4,7800","57,19M","1,46%"
"16.12.2010","4,7800","4,7700","4,8200","4,7500","24,07M","-0,42%"
"15.12.2010","4,8000","4,8100","4,8500","4,7300","99,24M","-0,41%"
"14.12.2010","4,8200","4,8900","4,9100","4,8200","61,02M","-1,43%"
"13.12.2010","4,8900","4,8100","4,9500","4,8100","102,15M","1,87%"
"10.12.2010","4,8000","4,8200","4,8300","4,7500","40,45M","-0,41%"
"09.12.2010","4,8200","4,8000","4,8300","4,7800","51,13M","1,05%"
"08.12.2010","4,7700","4,7700","4,7900","4,7300","34,88M","0,00%"
"07.12.2010","4,7700","4,8000","4,8700","4,7600","76,58M","-0,63%"
"06.12.2010","4,8000","4,7500","4,8300","4,7400","57,99M","1,05%"
"03.12.2010","4,7500","4,7700","4,7900","4,7300","26,79M","-0,42%"
"02.12.2010","4,7700","4,7800","4,8000","4,7100","66,48M","0,21%"
"01.12.2010","4,7600","4,8200","4,8700","4,7500","69,79M","-0,83%"
"30.11.2010","4,8000","4,6800","4,8100","4,6500","75,71M","2,56%"
"29.11.2010","4,6800","4,8000","4,8200","4,6500","47,89M","-2,30%"
"26.11.2010","4,7900","4,7900","4,8400","4,7200","72,59M","-0,62%"
"25.11.2010","4,8200","4,7900","4,8500","4,6900","181,36M","1,47%"
"24.11.2010","4,7500","4,5300","4,7800","4,4800","141,57M","5,56%"
"23.11.2010","4,5000","4,5200","4,5400","4,4800","52,32M","-0,66%"
"22.11.2010","4,5300","4,5800","4,6700","4,5200","143,69M","-0,44%"
"19.11.2010","4,5500","4,5500","4,5600","4,5000","44,06M","0,00%"
"18.11.2010","4,5500","4,5800","4,6000","4,5300","41,79M","-0,44%"
"17.11.2010","4,5700","4,5600","4,6000","4,5200","40,06M","0,00%"
"16.11.2010","4,5700","4,5700","4,5900","4,5200","32,60M","-0,65%"
"15.11.2010","4,6000","4,5700","4,6200","4,5600","61,20M","0,66%"
"13.11.2010","4,5700","4,5300","4,5800","4,5100","25,92K","0,66%"
"12.11.2010","4,5400","4,6000","4,6100","4,5200","66,14M","-2,16%"
"11.11.2010","4,6400","4,7000","4,7000","4,6200","52,98M","-0,43%"
"10.11.2010","4,6600","4,6900","4,7400","4,6400","94,39M","-1,06%"
"09.11.2010","4,7100","4,6800","4,8000","4,6500","182,09M","0,86%"
"08.11.2010","4,6700","4,7100","4,7300","4,6500","52,30M","0,86%"
"03.11.2010","4,6300","4,6000","4,6700","4,5900","42,26M","0,43%"
"02.11.2010","4,6100","4,6600","4,6600","4,5700","41,43M","-0,65%"
"01.11.2010","4,6400","4,6600","4,7000","4,6200","77,23M","0,22%"
"29.10.2010","4,6300","4,6800","4,7100","4,6100","83,90M","-1,28%"
"28.10.2010","4,6900","4,7600","4,7800","4,6700","47,73M","-1,26%"
"27.10.2010","4,7500","4,8100","4,8100","4,7400","41,09M","-1,45%"
"26.10.2010","4,8200","4,8500","4,8600","4,8000","27,21M","-0,62%"
"25.10.2010","4,8500","4,8900","4,8900","4,8400","19,49M","0,00%"
"22.10.2010","4,8500","4,8800","4,8800","4,8400","31,40M","-0,41%"
"21.10.2010","4,8700","4,8500","4,9000","4,8100","64,95M","0,62%"
"20.10.2010","4,8400","4,8000","4,9100","4,7800","73,62M","0,41%"
"19.10.2010","4,8200","4,9000","4,9200","4,8000","42,62M","-1,43%"
"18.10.2010","4,8900","4,8100","4,9000","4,7800","66,48M","1,24%"
"15.10.2010","4,8300","4,8100","4,8700","4,7900","43,28M","0,42%"
"14.10.2010","4,8100","4,9300","4,9300","4,7700","114,20M","-1,84%"
"13.10.2010","4,9000","4,9500","4,9700","4,8600","95,90M","-0,61%"
"12.10.2010","4,9300","4,9000","4,9600","4,8700","51,36M","-0,20%"
"11.10.2010","4,9400","4,8700","5,0100","4,8100","145,50M","2,28%"
"08.10.2010","4,8300","4,9300","4,9600","4,7900","106,87M","-2,23%"
"07.10.2010","4,9400","5,0300","5,0700","4,9100","81,50M","-1,79%"
"06.10.2010","5,0300","5,0800","5,1200","4,9800","136,12M","-0,98%"
"05.10.2010","5,0800","5,1000","5,1400","5,0300","75,75M","-0,20%"
"04.10.2010","5,0900","5,0500","5,1700","4,9800","135,40M","1,60%"
"01.10.2010","5,0100","5,1500","5,2500","4,9700","226,06M","-2,53%"
"30.09.2010","5,1400","4,7700","5,1800","4,7500","240,70K","7,53%"
"29.09.2010","4,7800","4,7600","4,8500","4,7000","92,40M","0,84%"
"28.09.2010","4,7400","4,7900","4,8100","4,6900","59,74M","-0,63%"
"27.09.2010","4,7700","4,8700","4,8900","4,7600","36,68M","-1,24%"
"24.09.2010","4,8300","4,7300","4,8300","4,6800","65,37M","1,68%"
"23.09.2010","4,7500","4,8500","4,8800","4,7000","76,36M","-1,66%"
"22.09.2010","4,8300","4,9000","4,9200","4,7700","99,40M","-1,23%"
"21.09.2010","4,8900","4,7900","4,9200","4,7200","119,10M","2,73%"
"20.09.2010","4,7600","4,6400","4,7800","4,6000","89,76M","3,25%"
"17.09.2010","4,6100","4,7100","4,8100","4,5900","82,45M","-1,28%"
"16.09.2010","4,6700","4,7000","4,7500","4,6300","52,73M","-1,06%"
"15.09.2010","4,7200","4,7600","4,7900","4,6300","80,34K","-1,05%"
"14.09.2010","4,7700","4,8500","4,9800","4,6800","127,63M","-1,85%"
"13.09.2010","4,8600","5,1000","5,1000","4,8300","156,86M","-2,21%"
"10.09.2010","4,9700","4,7600","5,0000","4,7100","256,60M","4,19%"
"09.09.2010","4,7700","4,5000","4,8300","4,4500","244,29M","6,24%"
"08.09.2010","4,4900","4,4400","4,5300","4,3900","89,41M","1,81%"
"07.09.2010","4,4100","4,3900","4,5400","4,3700","100,46M","-0,23%"
"06.09.2010","4,4200","4,2000","4,4600","4,1800","171,18M","5,49%"
"03.09.2010","4,1900","4,1500","4,1900","4,1300","38,11M","0,96%"
"02.09.2010","4,1500","4,1500","4,1700","4,1200","41,45M","0,00%"
"01.09.2010","4,1500","4,1100","4,1500","4,0700","30,05M","1,47%"
"31.08.2010","4,0900","4,0700","4,1100","4,0500","18,68M","-0,49%"
"30.08.2010","4,1100","4,1400","4,1500","4,0900","31,08M","0,00%"
"27.08.2010","4,1100","4,0500","4,1100","4,0500","48,50M","0,98%"
"26.08.2010","4,0700","4,0300","4,0900","4,0000","72,48M","2,01%"
"25.08.2010","3,9900","3,9300","4,0200","3,9300","57,51M","0,76%"
"24.08.2010","3,9600","4,0600","4,0600","3,9500","54,70M","-2,94%"
"23.08.2010","4,0800","4,0300","4,1000","4,0300","29,37M","0,25%"
"20.08.2010","4,0700","4,1000","4,1200","4,0500","37,15M","-0,49%"
"19.08.2010","4,0900","4,1000","4,1700","4,0700","109,51M","0,25%"
"18.08.2010","4,0800","4,1000","4,1000","4,0500","28,10M","-0,24%"
"17.08.2010","4,0900","4,1000","4,1100","4,0700","36,12M","0,00%"
"16.08.2010","4,0900","4,1500","4,1500","4,0700","25,92M","-0,97%"
"13.08.2010","4,1300","4,1500","4,1600","4,1000","33,56M","0,24%"
"12.08.2010","4,1200","4,0800","4,2100","4,0800","81,33M","0,49%"
"11.08.2010","4,1000","4,0900","4,1200","4,0700","36,49M","-0,49%"
"10.08.2010","4,1200","4,1200","4,1500","4,0800","52,39M","-0,48%"
