,price_per_square,squares,max_floor,latitude,longitude,Nevskii prospekt,parkings_1km,rent_per_m,Primorsky,Tsentralny,Kalininsky,Krasnogvardeysky,Admiralteysky,Vyborgsky,Frunzensky,Nevsky,Petrogradsky,Vasileostrovsky,Krasnoselsky,Moskovsky,population,mean_distr_price_per_square,in_diss
1641,361112.0,180.0,2.0,30.371384,59.936178,4.9,51.0,274000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1650,301457.0,180.5,1.0,30.245728,59.962048,9.16,41.0,274000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1651,209940.0,181.0,4.0,30.297372,59.919491,3.42,55.0,300423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1653,212556.0,181.6,16.0,30.273171,59.963539,6.17,37.0,375895.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1655,164377.0,181.9,5.0,30.349348,59.924488,2.52,46.0,334423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1656,247253.0,182.0,9.0,30.173844,59.82921,17.67,38.0,481675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1660,179311.0,182.7,3.0,30.333466,60.039436,5.44,79.0,250424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1661,245902.0,183.0,1.0,30.31108,59.870849,3.74,77.0,274000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1664,220000.0,183.9,5.0,30.387724,60.026051,8.34,50.0,456275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1665,173630.0,184.3,12.0,30.49413,59.896973,18.69,27.0,396095.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1666,206349.0,185.0,4.0,30.368985,59.751533,10.88,72.0,367250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1667,432433.0,185.0,6.0,30.315913,59.851562,4.46,66.0,475475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1669,205759.0,185.53,4.0,30.368985,59.751533,10.88,72.0,387250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1672,129033.0,186.0,5.0,30.304424,59.919982,2.66,66.0,386600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1675,276882.0,186.0,17.0,30.173755,59.832593,17.64,47.0,368995.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1676,166000.0,186.3,14.0,30.362015,59.807106,7.84,23.0,319995.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1678,402577.0,186.3,22.0,30.313955,59.851598,4.52,76.0,470095.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1679,402577.0,186.3,26.0,30.310523,59.874359,3.61,66.0,470095.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1680,213904.0,187.0,4.0,30.322255,60.014652,4.1,70.0,377250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1681,298667.0,187.5,1.0,30.362949,59.931824,3.97,40.0,249250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1682,285000.0,187.5,5.0,30.271976,59.884668,6.63,23.0,376600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1683,159947.0,187.5,23.0,30.312113,60.053813,6.24,76.0,470095.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1685,263719.0,187.7,6.0,30.277789,59.905073,5.7,41.0,376600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1686,204997.0,187.92,5.0,30.387724,60.026051,8.34,50.0,376600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1688,200000.0,188.3,6.0,30.369012,59.929853,4.65,53.0,376600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1689,240869.0,188.9,24.0,30.459545,59.897063,14.87,40.0,462400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1695,184211.0,190.0,6.0,30.262346,59.872511,7.83,24.0,348320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1700,135000.0,191.8,6.0,30.464324,59.962093,15.32,28.0,335280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1702,259896.0,192.0,25.0,30.356625,59.839642,6.03,71.0,477864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1704,259221.0,192.5,24.0,30.356625,59.839642,6.03,71.0,477864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1705,254546.0,192.5,26.0,30.356625,59.839642,6.03,71.0,477864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1706,177261.0,193.5,14.0,30.359041,59.808794,7.59,19.0,338900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1711,258913.0,195.8,5.0,30.318572,59.856469,4.15,56.0,444630.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1712,53776.0,196.0,1.0,30.358287,59.810505,7.47,18.0,341500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1715,149823.0,196.9,1.0,30.301675,59.959138,3.09,39.0,341500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1717,333206.0,197.0,3.0,30.245566,59.963066,9.18,40.0,460784.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1721,306083.0,197.3,1.0,30.245728,59.962048,9.16,41.0,391500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1724,256131.0,199.0,5.0,30.319848,59.855304,4.18,55.0,421284.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1725,253080.0,199.4,5.0,30.319848,59.855304,4.18,55.0,421284.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1738,110000.0,200.0,5.0,30.112121,59.846201,24.18,29.0,409986.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1740,360000.0,200.0,5.0,30.345773,59.924984,2.13,60.0,490186.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
1745,225000.0,200.0,26.0,30.223467,59.940366,11.55,71.0,413132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
