WKT	FEE	NAME	NAME_EN	NAME_RU	PARKING	ACCESS	CAPACITY	OSM_TYPE	OSM_ID
"POLYGON ((30.1152106 59.7822491,30.1138554 59.7823118,30.1139236 59.7823788,30.1152233 59.7823192,30.1152106 59.7822491))"	no				street_side	yes		way	"1064651070"
"POLYGON ((30.0761672 59.7232366,30.0766527 59.7233434,30.0772419 59.7226626,30.0767561 59.7225557,30.0761672 59.7232366))"	no				surface	customers		way	"1064673507"
"POLYGON ((29.813391 60.1712606,29.8135451 60.171458,29.8137506 60.1714882,29.8148387 60.1711595,29.8148293 60.1710782,29.8145351 60.1708982,29.813391 60.1712606))"	no				surface	yes		way	"1065214526"
"POLYGON ((29.9219084 59.8773644,29.9220218 59.8773481,29.9219634 59.8772455,29.92185 59.8772617,29.9219084 59.8773644))"					street_side		"5"	way	"1065859986"
"POLYGON ((29.9241038 59.8768845,29.9241895 59.8768706,29.923979 59.8765419,29.9238932 59.8765557,29.9241038 59.8768845))"					street_side			way	"1065859994"
"POLYGON ((30.3999579 60.0342062,30.3998822 60.0341045,30.3997211 60.0341345,30.3997969 60.0342361,30.3998527 60.0342257,30.3999579 60.0342062))"								way	"1065885524"
"POLYGON ((30.4058306 60.0400107,30.406247 60.039926,30.4060557 60.0397032,30.4057378 60.0397682,30.4058011 60.0398418,30.4057586 60.0399298,30.4058118 60.0399897,30.4058306 60.0400107))"								way	"1066113202"
"POLYGON ((29.9354336 59.8567208,29.9354579 59.8567188,29.9360096 59.8566734,29.9359822 59.8565892,29.9360872 59.8565806,29.9360574 59.8564893,29.9360461 59.8564543,29.935365 59.8565103,29.9354336 59.8567208))"								way	"1066519833"
"POLYGON ((30.2916004 59.9416458,30.2917257 59.9415336,30.2916346 59.941508,30.2915092 59.9416203,30.2916004 59.9416458))"						private		way	"1067692057"
"POLYGON ((30.0828302 59.7267957,30.0829543 59.7269739,30.0836133 59.7268573,30.0834892 59.7266791,30.0828302 59.7267957))"								way	"1067810052"
"POLYGON ((30.169422 59.8356593,30.1687712 59.8356583,30.1687712 59.8357272,30.1694198 59.8357272,30.169422 59.8356593))"	no				surface	yes		way	"1067857721"
"POLYGON ((30.6152253 59.7335381,30.615211 59.7336349,30.6155783 59.7336439,30.6155905 59.733546,30.6152253 59.7335381))"								way	"1068450254"
"POLYGON ((30.2913639 59.9456331,30.2913947 59.9456019,30.2910637 59.9455113,30.2910294 59.9455431,30.2912265 59.9455961,30.2912552 59.9456038,30.2913639 59.9456331))"						private		way	"1068611033"
"POLYGON ((30.2908453 59.9455107,30.2904239 59.9456116,30.2904618 59.9456511,30.2908832 59.9455502,30.2908453 59.9455107))"						private		way	"1068611038"
"POLYGON ((30.2902031 59.9455798,30.2900919 59.9456023,30.2901143 59.94563,30.2902254 59.9456075,30.2902031 59.9455798))"						private		way	"1068611039"
"POLYGON ((30.4850023 60.0144268,30.4849525 60.0143031,30.4849157 60.0142274,30.4848545 60.0141375,30.4847231 60.0140176,30.4845623 60.0139302,30.4843865 60.0138562,30.4842224 60.0138058,30.4839896 60.0137532,30.483795 60.0137205,30.4835283 60.0140164,30.4834134 60.0141577,30.4833573 60.0142559,30.48349 60.0142865,30.4837112 60.0144555,30.4839322 60.0144733,30.4850023 60.0144268))"								way	"1068932698"
"POLYGON ((30.497035 59.9399492,30.4970798 59.9400945,30.4976119 59.9400528,30.4978885 59.9400311,30.4979212 59.9401355,30.4981506 59.9401175,30.4982104 59.9401128,30.4981637 59.9399637,30.4979907 59.9399774,30.4979565 59.9398776,30.497035 59.9399492))"								way	"1068985263"
"POLYGON ((30.1478504 59.777759,30.1480416 59.7777082,30.1478325 59.777509,30.1476413 59.7775598,30.1478504 59.777759))"					surface			way	"1070451309"
"POLYGON ((30.2211525 59.8316456,30.2214941 59.8317074,30.2221651 59.8307719,30.2218231 59.83071,30.2211525 59.8316456))"	yes				lane	private		way	"1070972432"
"POLYGON ((30.0943532 59.7328818,30.0937738 59.7323816,30.0934412 59.7324492,30.0940098 59.7330522,30.0943532 59.7328818))"					surface			way	"1071808573"
"POLYGON ((30.4031758 59.9631172,30.4038624 59.962991,30.4038437 59.9627352,30.4035808 59.962552,30.4034065 59.9625996,30.4036304 59.9629219,30.4033113 59.9629856,30.4031034 59.9626782,30.4029518 59.9627064,30.4030216 59.9629494,30.4031758 59.9631172))"					surface	private		way	"1072548418"
"POLYGON ((30.4054651 59.9626399,30.4058298 59.9625432,30.4058352 59.9622532,30.4057226 59.9620263,30.4054793 59.9620831,30.4051647 59.9621566,30.4052693 59.9624318,30.4054651 59.9626399))"					surface	private		way	"1072548426"
"POLYGON ((30.2729162 60.0588937,30.2728793 60.0589455,30.2728731 60.0589543,30.2731753 60.0590051,30.2732167 60.0589471,30.2729162 60.0588937))"	no					permit		way	"1072858846"
"POLYGON ((29.8873179 59.8837639,29.8880935 59.8833563,29.8876705 59.883311,29.8872953 59.8835118,29.8873179 59.8837639))"								way	"1073214157"
"POLYGON ((30.3150941 59.9493076,30.3151991 59.9492879,30.3152932 59.9493069,30.3153534 59.949232,30.315256 59.9492124,30.3152356 59.9491316,30.3151466 59.9491137,30.3150051 59.9492896,30.3150941 59.9493076))"					surface	private	"11"	way	"1073294310"
"POLYGON ((29.8932919 59.8547404,29.8931853 59.854542,29.8930359 59.8545644,29.8931455 59.8547597,29.8932919 59.8547404))"								way	"1073419208"
"POLYGON ((30.2087594 60.0309956,30.2086803 60.0310273,30.2089726 60.0312094,30.2090517 60.0311777,30.2087594 60.0309956))"					street_side			way	"1073823416"
"POLYGON ((29.7829433 59.9136632,29.7831333 59.9137886,29.7837999 59.9135345,29.78361 59.9134092,29.7829433 59.9136632))"								way	"1076057082"
"POLYGON ((29.784252 59.9133414,29.7845807 59.9132341,29.784287 59.913008,29.7839583 59.9131152,29.784252 59.9133414))"								way	"1076057083"
"POLYGON ((30.4913312 59.9410024,30.4923385 59.940913,30.4923083 59.9408275,30.4913584 59.9409119,30.4913009 59.940917,30.4913312 59.9410024))"								way	"1076202007"
"POLYGON ((29.704699 60.195984,29.704703 60.1958932,29.704432 60.1958902,29.704428 60.195981,29.704699 60.195984))"	no				surface	yes	"6"	way	"1076206141"
"POLYGON ((30.3247315 59.9257194,30.324664 59.925692,30.3245801 59.9257429,30.3246473 59.9257713,30.3247315 59.9257194))"						private		way	"1076401805"
"POLYGON ((30.0705266 59.7198668,30.0706057 59.7198858,30.0711142 59.7197395,30.07128 59.7197243,30.0713063 59.7196959,30.0706848 59.7195458,30.0706019 59.7196465,30.0705266 59.7198668))"	no				surface	yes		way	"1076675029"
"POLYGON ((30.0750643 59.7520559,30.0751259 59.7520792,30.0752399 59.7521102,30.075548 59.7519364,30.0754833 59.7518805,30.0754186 59.7518464,30.0750643 59.7520559))"	no				street_side	yes		way	"1076705340"
"POLYGON ((30.0724154 59.7521337,30.0725645 59.752196,30.0741998 59.7512024,30.0740502 59.75114,30.0724154 59.7521337))"	no				street_side	yes		way	"1076705372"
"POLYGON ((30.0751947 59.7512941,30.0750712 59.7512419,30.0730844 59.7524342,30.0732084 59.7524866,30.0751947 59.7512941))"	no				street_side	yes		way	"1076705373"
"POLYGON ((30.0725182 59.7522451,30.0730144 59.7524575,30.0731472 59.7523787,30.0726509 59.7521664,30.0725182 59.7522451))"	no				street_side	yes		way	"1076705374"
"POLYGON ((30.3570324 59.9534551,30.3570542 59.9534987,30.3572309 59.9538526,30.3573567 59.9538374,30.3573865 59.9538338,30.3572899 59.9534323,30.3570324 59.9534551))"					surface	private	"13"	way	"1077050797"
"POLYGON ((30.2906865 60.0676092,30.2914501 60.0677309,30.2917265 60.0673461,30.2917418 60.0673248,30.2917529 60.067309,30.2917717 60.0672822,30.2921057 60.0668181,30.2913733 60.0666624,30.2906865 60.0676092))"		Штрафстоянка			surface	private		way	"1077353992"
"POLYGON ((30.2901271 59.9458596,30.2903502 59.9459235,30.2903833 59.9458945,30.2901601 59.9458306,30.2901271 59.9458596))"						private		way	"1077493327"
"POLYGON ((30.2902125 59.945946,30.2903027 59.9459717,30.290324 59.945953,30.2902338 59.9459273,30.2902125 59.945946))"						private		way	"1077493328"
"POLYGON ((30.4494568 59.9559377,30.4494739 59.9557067,30.4488047 59.9556943,30.4487877 59.9559253,30.4494568 59.9559377))"					multi-storey		"249"	way	"1077729884"
"POLYGON ((30.3240681 59.99399,30.3236059 59.9943712,30.3241271 59.9945292,30.3245892 59.994148,30.3240681 59.99399))"					multi-storey		"440"	way	"1077747270"
"POLYGON ((30.2881726 59.946351,30.2882417 59.9463344,30.2880424 59.9462735,30.2879759 59.9462915,30.2881726 59.946351))"						private		way	"1078016614"
"POLYGON ((30.28776 59.9461835,30.2877957 59.9461534,30.2875592 59.9460831,30.2875235 59.9461132,30.28776 59.9461835))"						private		way	"1078016615"
"POLYGON ((30.287366 59.9462271,30.2875428 59.9463016,30.2875946 59.9462707,30.2874178 59.9461962,30.287366 59.9462271))"						private		way	"1078016616"
"POLYGON ((30.2882449 59.9464466,30.2884254 59.946397,30.2883998 59.9463719,30.2882193 59.9464215,30.2882449 59.9464466))"						private		way	"1078016620"
"POLYGON ((30.3039739 59.8425172,30.3033527 59.8422179,30.3032694 59.8422615,30.3029828 59.8421233,30.302906 59.8421635,30.3038139 59.842601,30.3039739 59.8425172))"								way	"1078643495"
"POLYGON ((30.3029309 59.8432306,30.3029747 59.8432516,30.303251 59.8431061,30.3032402 59.8431009,30.3038564 59.8427763,30.3038234 59.8427605,30.3029309 59.8432306))"								way	"1078654688"
"POLYGON ((30.3023663 59.8435382,30.3023988 59.8435533,30.3029233 59.843269,30.3028908 59.8432539,30.3023663 59.8435382))"								way	"1078654689"
"POLYGON ((30.3014329 59.8440455,30.3014685 59.8440619,30.3023442 59.8435836,30.3023086 59.8435672,30.3014329 59.8440455))"								way	"1078654690"
"POLYGON ((30.303987 59.8426307,30.3040552 59.8426635,30.304217 59.8425788,30.3041488 59.8425459,30.303987 59.8426307))"								way	"1078654691"
"POLYGON ((30.3035679 59.8422439,30.3041285 59.8425141,30.3041928 59.8424804,30.3036323 59.8422102,30.3035679 59.8422439))"								way	"1078654692"
"POLYGON ((30.342616 59.9879147,30.3426893 59.9879219,30.3427311 59.9878152,30.3426577 59.9878081,30.342616 59.9879147))"	no				street_side	yes		way	"1078676765"
"POLYGON ((30.3427005 59.9876987,30.3427738 59.9877059,30.3428156 59.9875993,30.3427422 59.9875921,30.3427005 59.9876987))"	no				street_side	yes		way	"1078676766"
"POLYGON ((30.3465598 59.9890818,30.3467505 59.9890995,30.3467916 59.9889886,30.3468011 59.9889631,30.3466104 59.9889454,30.3465598 59.9890818))"	no				surface	yes		way	"1078676773"
"POLYGON ((30.0618991 59.7347021,30.0620639 59.7346482,30.0615934 59.7342827,30.0613139 59.734374,30.0616635 59.7346457,30.0617783 59.7346082,30.0618991 59.7347021))"					surface			way	"1078893549"
"POLYGON ((30.0600972 59.7334965,30.0604479 59.7337705,30.0605145 59.7337489,30.0612801 59.7343467,30.0614508 59.7342912,30.0603922 59.7334647,30.0600972 59.7334965))"					surface			way	"1078893551"
"POLYGON ((30.3603521 60.0383079,30.3606993 60.0382385,30.36064 60.0381646,30.3602929 60.0382341,30.3603521 60.0383079))"	no				surface	yes		way	"1079228631"
"POLYGON ((30.2137459 60.0405426,30.2138966 60.0405898,30.2140345 60.0405839,30.2143302 60.0406365,30.2149156 60.0406326,30.2154629 60.040885,30.2156961 60.040949,30.2157932 60.0409475,30.2160728 60.0409859,30.2167315 60.0409754,30.2172006 60.0412117,30.2175324 60.0412093,30.2174957 60.0398938,30.2171635 60.0398962,30.2157306 60.0399087,30.2157127 60.0396105,30.215386 60.0396154,30.2140117 60.0396274,30.214004 60.039647,30.2137666 60.0396519,30.2137717 60.0397137,30.2137081 60.0397153,30.2137459 60.0405426))"					underground		"1026"	way	"1079858271"
"POLYGON ((30.1744979 59.8160378,30.1745556 59.8160908,30.1749091 59.8159934,30.1748514 59.8159404,30.1744979 59.8160378))"					street_side			way	"1080832696"
"POLYGON ((30.1743956 59.8163065,30.1744996 59.8162787,30.1743574 59.8161438,30.1742534 59.8161715,30.1743956 59.8163065))"					street_side			way	"1080832697"
"POLYGON ((30.3846922 59.9810642,30.384015 59.980561,30.3840066 59.9805835,30.3846536 59.9810586,30.3846922 59.9810642))"	no				street_side	yes	"13"	way	"1081277236"
"POLYGON ((30.0991349 59.7298931,30.0991139 59.7299311,30.0991174 59.7299876,30.0990947 59.7300326,30.0997566 59.7301058,30.0997949 59.7300522,30.0998354 59.7299955,30.0991349 59.7298931))"	no				surface	yes		way	"1081572376"
"POLYGON ((30.103393 59.8427934,30.1037169 59.8427772,30.1035051 59.8417102,30.1035753 59.8417067,30.1035638 59.8416487,30.1034903 59.8416524,30.1034256 59.8413273,30.1031046 59.8413434,30.103393 59.8427934))"					underground			way	"1081727817"
"POLYGON ((30.1017181 59.8427322,30.101771 59.842304,30.101182 59.8422857,30.101129 59.8427138,30.1017181 59.8427322))"					underground			way	"1081727818"
"POLYGON ((30.0989908 59.8426569,30.0995605 59.8426731,30.0996483 59.8418948,30.0990786 59.8418786,30.0989908 59.8426569))"					underground			way	"1081727819"
"POLYGON ((30.2127614 59.9991418,30.2128272 59.9991653,30.2128792 59.9991231,30.2129395 59.9990428,30.2129662 59.9989418,30.2129513 59.9988284,30.2128851 59.9987442,30.2126869 59.9986576,30.2122078 59.998526,30.2120165 59.9984981,30.2118502 59.998487,30.2116844 59.9985048,30.2114904 59.9985509,30.2113192 59.9986136,30.2112303 59.9986892,30.2112182 59.9987542,30.2112378 59.9988246,30.2113183 59.9988214,30.2113006 59.9987666,30.2113112 59.9987002,30.2113749 59.9986454,30.2115218 59.9985896,30.2117111 59.9985436,30.2118492 59.9985294,30.2120031 59.9985392,30.2121765 59.9985648,30.2126366 59.9986914,30.2128154 59.998771,30.2128684 59.9988374,30.2128808 59.9989418,30.2128578 59.9990338,30.2128054 59.9991022,30.2127614 59.9991418))"								way	"1081788966"
"POLYGON ((30.4144187 59.9842319,30.4143017 59.9842516,30.4143602 59.9843386,30.4144772 59.9843189,30.4144187 59.9842319))"	no				street_side	yes		way	"1081932404"
"POLYGON ((30.357954 59.9838051,30.3580746 59.9838179,30.3581145 59.9837241,30.3575042 59.9834685,30.3572581 59.9834434,30.3571409 59.9837184,30.3578394 59.9837928,30.3578586 59.9837488,30.3579731 59.9837613,30.357954 59.9838051))"	no				surface			way	"1082122326"
"POLYGON ((30.3575417 59.9848726,30.3576333 59.9848841,30.3577523 59.9846489,30.3576607 59.9846373,30.3575417 59.9848726))"					street_side			way	"1082122327"
"POLYGON ((30.3597363 59.9830445,30.3598696 59.9829648,30.3595092 59.9828139,30.3594572 59.982845,30.3593759 59.9828936,30.3597363 59.9830445))"	no				surface	yes	"10"	way	"1082122387"
"POLYGON ((30.3728279 59.7525824,30.3731378 59.7527251,30.3731951 59.7526935,30.3728853 59.7525508,30.3728279 59.7525824))"							"9"	way	"1082353720"
"POLYGON ((30.4101569 60.010863,30.4101955 60.0109087,30.410663 60.0107939,30.4106244 60.0107522,30.4101569 60.010863))"					surface	yes		way	"1082766182"
"POLYGON ((30.0722218 59.8269002,30.0719762 59.8268926,30.0719005 59.827085,30.07214 59.8271424,30.072165 59.8270684,30.0722218 59.8269002))"	no				surface	yes		way	"1082768360"
"POLYGON ((30.4064015 60.0107706,30.4064158 60.0107889,30.4073139 60.0105614,30.4073024 60.0105456,30.4064015 60.0107706))"	no				surface	yes		way	"1082769337"
"POLYGON ((30.2143379 59.9998817,30.2139169 59.9997587,30.2137886 59.9998707,30.2136628 59.9998352,30.2134455 60.0000282,30.2138431 60.000137,30.213943 60.0000493,30.2140885 60.0000916,30.2143379 59.9998817))"								way	"1082931020"
"POLYGON ((30.3408803 59.8256812,30.3410066 59.8257409,30.3411316 59.825674,30.3410053 59.8256144,30.340942 59.8256482,30.3408803 59.8256812))"					underground			way	"1083278279"
"POLYGON ((30.3464741 59.9867565,30.3468679 59.9867987,30.346943 59.9866233,30.3465493 59.9865811,30.3464741 59.9867565))"					surface			way	"1083572263"
"POLYGON ((30.3338776 59.9862905,30.3331271 59.9862099,30.3331017 59.9862692,30.3338522 59.9863498,30.3338776 59.9862905))"					surface		"16"	way	"1083572268"
"POLYGON ((30.4276175 60.0093805,30.4276612 60.0094177,30.427836 60.0095664,30.4279754 60.0095341,30.4279955 60.0095294,30.4278148 60.0093749,30.4277681 60.009335,30.4276175 60.0093805))"	no				surface	yes		way	"1083969892"
"POLYGON ((30.4096082 60.0124302,30.4097483 60.0125795,30.4099642 60.0125278,30.4100919 60.0124972,30.4099348 60.0123455,30.4096082 60.0124302))"								way	"1083969907"
"POLYGON ((30.3590328 59.9541156,30.3591854 59.9544034,30.3584089 59.9545067,30.3584295 59.9545455,30.359303 59.9544294,30.3591297 59.9541027,30.3590328 59.9541156))"					surface			way	"1084226143"
"POLYGON ((30.3912 59.9445031,30.391254 59.9445432,30.3922569 59.9445275,30.3922124 59.9444937,30.3912 59.9445031))"	yes				surface	yes	"8"	way	"1084530222"
"POLYGON ((30.391108 59.9445925,30.3923231 59.9445797,30.3922805 59.9445456,30.391065 59.9445622,30.391108 59.9445925))"	yes				surface	yes	"10"	way	"1084530223"
"POLYGON ((30.3926434 59.9445212,30.3951615 59.9444928,30.3951152 59.9444531,30.3926029 59.9444797,30.3926434 59.9445212))"	yes				surface	yes	"20"	way	"1084530224"
"POLYGON ((30.3926923 59.9445776,30.3952113 59.9445497,30.3951676 59.944513,30.3926562 59.9445409,30.3926923 59.9445776))"	yes				surface	yes	"20"	way	"1084530225"
"POLYGON ((30.4224118 59.9774461,30.4224134 59.977547,30.4229385 59.9775448,30.4229368 59.9774439,30.4224118 59.9774461))"	no				surface	yes		way	"1084710584"
"POLYGON ((30.3335772 59.8245832,30.3334901 59.8245833,30.3334913 59.8248188,30.3335784 59.8248187,30.3335772 59.8245832))"	no				surface	yes	"10"	way	"1085198083"
"POLYGON ((30.3341203 59.8245839,30.3340333 59.824584,30.3340345 59.8248195,30.3341215 59.8248193,30.3341203 59.8245839))"	no				surface	yes	"10"	way	"1085198084"
"POLYGON ((30.3341309 59.8253645,30.3340439 59.8253645,30.3340439 59.8256,30.334131 59.8256,30.3341309 59.8253645))"	no				surface	yes	"7"	way	"1085198085"
"POLYGON ((30.2727578 59.9569169,30.2726615 59.9569509,30.2727694 59.9570273,30.2728656 59.9569933,30.2727578 59.9569169))"	no				surface			way	"1085209737"
"POLYGON ((30.2729818 59.9568143,30.2735063 59.9566733,30.2734346 59.9566065,30.2729101 59.9567475,30.2729818 59.9568143))"					surface			way	"1085209738"
"POLYGON ((30.0918931 59.852606,30.0923435 59.8527644,30.0923481 59.8527223,30.0918903 59.8525476,30.0918931 59.852606))"	no				street_side		"10"	way	"1085291928"
"POLYGON ((30.4723462 59.9430395,30.4727385 59.9431331,30.4726883 59.942942,30.4723269 59.9429659,30.4723462 59.9430395))"					surface			way	"1085694937"
"POLYGON ((30.474608 59.9434782,30.4745856 59.9435222,30.4753908 59.9437293,30.475329 59.9435284,30.4751595 59.9435414,30.4751277 59.9434381,30.474608 59.9434782))"	no				surface	yes		way	"1085694943"
"POLYGON ((30.3532664 59.98424,30.3531008 59.9846846,30.3531844 59.9846924,30.3533499 59.9842478,30.3532664 59.98424))"					street_side	private	"17"	way	"1085701476"
"POLYGON ((30.3520656 59.9817258,30.3520086 59.9818851,30.3525753 59.9819358,30.3526323 59.9817765,30.3520656 59.9817258))"					surface			way	"1085701481"
"POLYGON ((30.0847508 59.7770359,30.0851217 59.7771595,30.0853326 59.776999,30.0849617 59.7768754,30.0847508 59.7770359))"	no				surface	yes		way	"1085723939"
"POLYGON ((30.323073 60.0373702,30.3230247 60.0373783,30.3235128 60.0380213,30.3235584 60.0380146,30.323073 60.0373702))"	no				street_side	yes	"17"	way	"1085753085"
"POLYGON ((30.3240291 60.0375762,30.325178 60.0391236,30.3253032 60.0391049,30.3241525 60.0375601,30.3240291 60.0375762))"	no				street_side	yes		way	"1085753087"
"POLYGON ((30.3924047 59.9867717,30.3923645 59.9867841,30.3936962 59.9877893,30.3937264 59.9877806,30.3924047 59.9867717))"	no				street_side	yes	"27"	way	"1086050024"
"POLYGON ((30.4911791 59.8980501,30.4913433 59.8980854,30.4915076 59.8981207,30.4917853 59.8978261,30.4914433 59.8977636,30.4911791 59.8980501))"								way	"1086062090"
"POLYGON ((30.2094676 59.9997969,30.2095466 59.9997898,30.2095984 59.999761,30.2097851 59.9997536,30.2099514 59.9997581,30.2101043 59.9997653,30.2103082 59.9997794,30.2104507 59.9997954,30.2105896 59.9998179,30.2106668 59.9998303,30.2107034 59.9997651,30.210724 59.9997509,30.210777 59.9997463,30.2108283 59.9997495,30.2109778 59.9996204,30.2107434 59.9996386,30.2106052 59.9996479,30.2104715 59.9996444,30.2103449 59.9996363,30.2101628 59.9996263,30.2099075 59.999613,30.2096409 59.999599,30.209506 59.9995635,30.2094757 59.9995909,30.2093678 59.9996021,30.2094676 59.9997969))"								way	"1086100546"
"POLYGON ((30.4397571 59.9371868,30.4398392 59.937232,30.4400227 59.9371481,30.4399828 59.9371262,30.4399406 59.937103,30.4397571 59.9371868))"					underground		"242"	way	"1086533235"
"POLYGON ((30.4401783 59.9389517,30.4403188 59.9389691,30.4403784 59.9389764,30.4404075 59.9389171,30.4402075 59.9388924,30.4401783 59.9389517))"					underground		"328"	way	"1086533236"
"POLYGON ((30.4364099 59.9387845,30.4365433 59.9387843,30.4365429 59.938721,30.4364714 59.9387211,30.4364096 59.9387211,30.4364099 59.9387845))"					underground		"130"	way	"1086533239"
"POLYGON ((30.4401632 59.9392028,30.4402834 59.9392177,30.4403218 59.9391394,30.4402648 59.9391324,30.4402016 59.9391246,30.4401632 59.9392028))"					underground		"248"	way	"1086533240"
"POLYGON ((30.4368351 59.9372866,30.4369594 59.9372866,30.4369593 59.937214,30.4368952 59.937214,30.436835 59.937214,30.4368351 59.9372866))"					underground		"227"	way	"1086533241"
"POLYGON ((30.3814781 60.057636,30.3811535 60.0576936,30.381344 60.0579526,30.3816884 60.0578889,30.3816538 60.0578522,30.3820588 60.0577632,30.381985 60.0576588,30.3815679 60.0577431,30.3814781 60.057636))"	no				surface	customers		way	"1087041186"
"POLYGON ((30.2482581 59.9744314,30.248301 59.9744669,30.2499613 59.9740287,30.250318 59.9739562,30.2506238 59.9739066,30.250935 59.9738744,30.2512407 59.9738529,30.2512354 59.9738059,30.2509162 59.9738247,30.2505943 59.9738636,30.2502805 59.9739106,30.249913 59.9739871,30.2482581 59.9744314))"					street_side			way	"1087203540"
"POLYGON ((30.3994577 59.9795234,30.399587 59.9797338,30.399825 59.9796972,30.3996956 59.9794868,30.3994577 59.9795234))"	no				surface	yes		way	"1087678169"
"POLYGON ((30.3485908 59.984042,30.34854 59.9840795,30.3488108 59.9841712,30.3488616 59.9841337,30.3485908 59.984042))"	no				street_side		"6"	way	"1087785933"
"POLYGON ((30.3485209 59.9843274,30.3488194 59.9843547,30.3488771 59.9841965,30.3486633 59.9841769,30.3486447 59.9842278,30.34856 59.9842201,30.3485209 59.9843274))"	no				surface			way	"1087785936"
"POLYGON ((29.8102486 60.185333,29.8104268 60.1852942,29.8103903 60.1852527,29.810212 60.1852916,29.8102486 60.185333))"	no						"5"	way	"1087992143"
"POLYGON ((30.4637475 59.972337,30.4642298 59.9723348,30.4641801 59.9717272,30.4638253 59.971728,30.4636843 59.9717292,30.4637475 59.972337))"					surface			way	"1088148305"
"POLYGON ((30.3083161 59.8470727,30.3084134 59.8471202,30.3084764 59.8470845,30.3083785 59.8470373,30.3083161 59.8470727))"	no					yes		way	"1089020039"
"POLYGON ((30.3076087 59.8467934,30.3082015 59.8470494,30.3082712 59.847009,30.3077173 59.8467692,30.3076087 59.8467934))"	no					yes		way	"1089020040"
"POLYGON ((30.1431239 60.0284768,30.1415618 60.0284493,30.1415594 60.0284832,30.1431215 60.0285107,30.1431239 60.0284768))"	no				surface	yes		way	"1089070005"
"POLYGON ((30.1443 60.028599,30.1459463 60.0286288,30.1459568 60.0284801,30.1443123 60.0284442,30.1443 60.028599))"					surface	yes		way	"1089070011"
"POLYGON ((30.4225534 60.0428982,30.4230134 60.0427991,30.4229571 60.0427442,30.4226567 60.0425848,30.4225226 60.0426217,30.4224528 60.0427529,30.4225534 60.0428982))"					surface	yes		way	"1089349249"
"POLYGON ((30.4582548 60.0337085,30.4592712 60.0337044,30.4592712 60.0333754,30.4582629 60.0333734,30.4582548 60.0337085))"	yes				surface	private		way	"1089411691"
"POLYGON ((30.4568863 59.9616204,30.4569271 59.9615669,30.4560051 59.9613965,30.4559724 59.9614476,30.4568863 59.9616204))"					surface			way	"1089443810"
"POLYGON ((30.4558908 60.0350554,30.457034 60.0350625,30.4570623 60.0346542,30.4558696 60.0346577,30.4558908 60.0350554))"	yes				surface	yes		way	"1089461330"
"POLYGON ((30.4401645 60.0401279,30.4405651 60.0397612,30.4402706 60.0397037,30.439938 60.0400466,30.4401645 60.0401279))"								way	"1089461592"
"POLYGON ((29.7655262 60.1815899,29.7655329 60.1816006,29.7657314 60.1815793,29.7662424 60.1815359,29.7661713 60.1814966,29.765714 60.1815252,29.7656992 60.1814812,29.7654846 60.1815086,29.7655262 60.1815899))"					surface			way	"1090474687"
"POLYGON ((29.7656268 60.1817286,29.7665347 60.1816486,29.7665173 60.1815813,29.7655973 60.1816573,29.7656268 60.1817286))"					surface			way	"1090474688"
"POLYGON ((29.7656643 60.18186,29.7656805 60.1819129,29.7666863 60.1818397,29.7666661 60.1817743,29.7659554 60.1818293,29.7656643 60.18186))"	no				street_side	yes	"14"	way	"1090474689"
"POLYGON ((30.4208207 60.0012486,30.4209334 60.0012358,30.4208529 60.0010112,30.4207577 60.0010192,30.4208207 60.0012486))"	no				surface	yes	"8"	way	"1090567239"
"POLYGON ((30.3101167 59.9044607,30.310117 59.9045041,30.3103505 59.9045037,30.3103502 59.9044603,30.3101167 59.9044607))"	no				street_side	yes	"5"	way	"1090610383"
"POLYGON ((30.3113045 59.9038246,30.3112149 59.9038245,30.3112148 59.9039009,30.3113044 59.9039009,30.3113045 59.9038246))"					surface		"3"	way	"1090610431"
"POLYGON ((30.4255991 60.0049792,30.4258914 60.0049074,30.4257694 60.0047767,30.4254757 60.0048578,30.4255991 60.0049792))"	no				surface	yes		way	"1090994275"
"POLYGON ((30.5161142 59.9776295,30.5160857 59.9776573,30.5164008 59.9777385,30.5164294 59.9777107,30.5161142 59.9776295))"	no				street_side	yes	"10"	way	"1091362975"
"POLYGON ((30.340054 59.925991,30.3399091 59.9259051,30.3396985 59.9259944,30.3398062 59.9260582,30.339744 59.9260846,30.3397813 59.9261066,30.340054 59.925991))"	no				surface	yes		way	"1091380337"
"POLYGON ((30.2860115 60.0723737,30.2867411 60.0726038,30.2869449 60.0725209,30.2864031 60.0721917,30.2860973 60.0722987,30.2860115 60.0723737))"								way	"1091402754"
"POLYGON ((30.4243344 59.9182057,30.424502 59.9182964,30.424832 59.918162,30.424893 59.9181186,30.4248051 59.9180659,30.4245409 59.9181055,30.4243344 59.9182057))"					surface	customers		way	"1091570360"
"POLYGON ((30.4241074 59.9180325,30.4241719 59.9180687,30.4244105 59.9179618,30.4243459 59.9179256,30.4241074 59.9180325))"					surface	customers		way	"1091570361"
"POLYGON ((30.3239313 59.7623003,30.3243511 59.762592,30.3244367 59.7625608,30.3240169 59.762269,30.3239313 59.7623003))"					surface			way	"1091596053"
"POLYGON ((30.3238758 59.7623215,30.3237916 59.7623522,30.3242135 59.7626455,30.3242977 59.7626148,30.3238758 59.7623215))"					surface			way	"1091596054"
